0	0.186231	0.856488	0.828995	1.01764
1	0.648393	0.300447	1.1268	0.994479
2	0.0899326	1.45048	1.02884	1.02144
3	0.464413	1.30828	0.927618	1.10817
4	0.0213642	0.984219	0.802405	0.928001
5	0.327439	1.53242	1.23288	1.04337
6	0.875098	1.87441	0.795777	1.01953
7	0.265473	0.302807	1.40952	1.03437
8	1.41078	1.43855	1.04992	1.02781
9	0.298263	1.56157	0.71685	0.923009
10	0.879277	2.89593	1.79471	1.05983
11	0.0876886	0.181789	1.90034	1.00647
12	1.40263	0.373691	1.06663	1.10547
13	1.15838	1.62651	0.833442	0.952489
14	0.24061	0.759089	1.02928	1.21827
15	0.128925	0.933587	0.714275	0.934767
16	1.83261	0.329281	0.962095	1.09031
17	1.45143	0.84141	0.826901	1.12423
18	5.22329	1.70289	0.869949	1.02146
19	1.67817	0.110953	0.519757	0.902978
20	0.0549627	1.28338	0.961981	1.02232
21	4.2319	0.0855777	0.827148	1.05083
22	0.289504	0.906418	1.17704	0.968515
23	0.656872	0.859819	1.25019	0.955589
24	0.0180205	0.568225	0.843276	1.07617
25	0.299792	0.131651	1.09229	0.955466
26	0.146058	2.02332	0.956708	0.887981
27	1.38139	1.0072	1.39668	0.845364
28	0.17328	1.74606	0.563401	0.841927
29	0.510678	2.20023	1.00948	1.00951
30	0.42042	0.534623	1.09243	0.938836
31	1.86929	0.329286	1.08345	1.01266
32	1.92213	0.359515	1.18659	0.995651
33	0.328427	0.378257	0.969875	1.1876
34	2.59311	0.770773	1.21496	0.97448
35	1.52291	0.792062	0.625678	1.13222
36	1.97437	1.03142	0.921298	0.95349
37	0.301691	0.926704	1.09967	1.02401
38	0.0922379	0.806112	0.866071	0.99292
39	1.21938	0.723845	0.814463	0.945252
40	1.4273	1.04587	0.753763	1.10428
41	0.239694	0.11675	0.584639	1.01778
42	4.868	0.424469	0.969499	0.946499
43	0.0909209	0.148103	1.05572	0.955185
44	0.115288	0.642365	0.756407	1.02518
45	0.582574	0.420666	1.2733	1.04355
46	0.0504079	3.85224	0.659668	1.10954
47	2.32664	1.21591	0.704685	0.776947
48	1.03883	0.269173	1.72807	1.092
49	0.061966	0.395131	1.12037	0.925724
50	0.475173	1.39776	1.67981	0.969946
51	1.73707	1.1098	1.37328	1.0023
52	2.22354	0.566033	1.10449	0.99758
53	0.912317	1.71576	0.798987	0.957232
54	0.596703	1.70927	1.37971	0.999347
55	0.444726	1.64078	0.853153	0.992572
56	0.331077	0.699669	0.837857	1.10138
57	1.19834	0.818117	1.18176	0.929675
58	1.03975	0.298803	0.733151	0.897337
59	0.351494	1.66268	0.626054	0.940015
60	0.997003	0.876328	1.14075	0.823925
61	0.524305	0.679939	0.795231	1.08192
62	2.01941	0.252449	0.523856	0.930641
63	3.48788	0.123112	0.977964	1.05185
64	1.95117	0.716562	0.947604	0.900038
65	0.96271	1.07061	0.74533	1.03853
66	0.3411	0.544859	1.07748	1.05197
67	1.08735	0.561743	0.66223	1.11817
68	0.00860976	0.301582	0.78027	1.04754
69	0.234129	1.79442	0.903719	0.925273
70	0.230618	0.936979	0.929651	1.06669
71	0.734609	0.340238	1.2776	1.10936
72	0.841008	0.581088	1.13138	1.04581
73	0.346097	0.586731	0.864164	0.859842
